CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,RANK_CO,FCLTY_NM,SEARCH_CO,FILE_NM,BASE_DE
"경상북도",경산시,47290,3,경산시민회관,2030.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,4,경산시립박물관,1710.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,5,경산도서관,1640.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,6,경상북도교육청정보센터,1340.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,7,천마아트센터,930.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,8,경산문화원,580.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,9,영남대학교박물관,380.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,10,삼성현역사문화관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,11,대구대학교중앙박물관,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,11,경산시립장산도서관,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,13,대구한의대학교박물관,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,14,대구가톨릭대학교김종복미술관,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경산시,47290,15,대구가톨릭대학교역사박물관,15.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,1,경주세계문화엑스포,31180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,2,국립경주박물관,21870.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,3,경주버드파크,14000.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,4,경주솔거미술관,13720.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,5,경주예술의전당,12790.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,6,경주힐링테마파크(구 경주무비랜드 허브랜드 공룡마을),10790.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,7,경주테디베어박물관,8760.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,8,경주 세계문화엑스포공원,6550.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,9,신라밀레니엄파크(폐관),5160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,10,경주시립도서관,5020.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,11,한국대중음악박물관,2950.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,12,경주 황성공원 일원,2110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,13,우양미술관,1360.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,14,경주문화원,780.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,15,송화도서관,390.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,16,서라벌문화회관,250.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,17,경주중앙도서관,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,17,경상북도교육청 외동도서관,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,19,경주시청소년수련관,150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,20,칠평도서관,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,21,단석도서관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,22,감포도서관,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,23,동국대학교경주캠퍼스박물관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,24,안강문화회관,19.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,25,경주예술의전당알천미술관,17.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",경주시,47130,26,위덕대학교박물관,14.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",고령군,47830,1,경북고령대가야문화누리 (구. 대가야국악당),1480.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",고령군,47830,2,대가야박물관,1180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",고령군,47830,3,우륵박물관,540.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",고령군,47830,4,경상북도교육청 고령도서관,240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",고령군,47830,5,고령문화원,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",고령군,47830,6,고령문화예술회관,17.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,1,구미문화예술회관,7170.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,2,경상북도교육청 구미도서관,5850.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,3,구미시립중앙도서관,1510.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,4,구미시립인동도서관,1120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,5,구미교통연수원,920.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,6,강동문화복지회관,790.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,7,구미시립선산도서관,600.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,8,구미시문화예술회관,310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,9,선산문화회관,200.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,10,구미문화원,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,11,금오민속박물관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,12,구미시립민속관,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,13,소극장 공터 다,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,13,구미시립봉곡도서관,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,15,선산문화의집,25.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",구미시,47190,16,구미시립상모정수도서관,19.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",군위군,47720,1,군위삼국유사교육문화회관,850.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",군위군,47720,2,경북대학교자연사박물관,580.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",군위군,47720,3,경상북도교육청 삼국유사군위도서관,240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",군위군,47720,4,군위문화원,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",군위군,47720,5,군위 삼국유사교육문화회관,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,1,김천문화예술회관,8320.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,2,김천시립도서관,2690.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,3,김천시문화예술회관,770.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,4,김천시립문화회관,630.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,5,김천문화원,350.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,6,김천세계도자기박물관,210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,7,김천문화의집,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,8,김천시문화회관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,9,김천시립미술관,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,10,직지성보박물관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,11,안산공원(천막극장),17.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",김천시,47150,12,뫼가람소극장,14.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,1,문경석탄박물관,2470.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,2,문경문화예술회관,1440.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,3,문경도자기박물관,780.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,4,문경자연생태박물관,570.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,5,잉카마야박물관,490.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,6,문경문화원,410.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,7,경상북도교육청 점촌도서관,300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,8,문경시립중앙도서관,260.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,9,옛길박물관,230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,10,문경시립모전도서관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,11,운강이강년기념관,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,12,문경시립문희도서관,39.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",문경시,47280,13,경상북도교육청 점촌도서관가은분관,11.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",봉화군,47920,1,경상북도교육청 봉화도서관,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",봉화군,47920,2,청량산박물관,100.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",봉화군,47920,3,봉화문화원,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,1,국립낙동강생물자원관,7400.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,2,경상북도교육청 상주도서관,2820.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,3,상주자전거박물관,2500.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,4,상주박물관,1380.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,5,상주문화회관,650.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,6,상주문화원,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,7,경상북도교육청 상주도서관화령분관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",상주시,47250,8,함창명주박물관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",성주군,47840,1,성주문화예술회관,3300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",성주군,47840,2,경상북도교육청 성주도서관,1320.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",성주군,47840,3,성주문화원,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",성주군,47840,4,성주군문화예술회관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",성주군,47840,5,성주군청사도서관,11.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,1,안동문화예술의전당,2910.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,2,경상북도교육청 안동도서관,1940.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,3,안동시립도서관,1410.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,4,경상북도독립운동기념관,1150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,5,안동강남어린이도서관,1030.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,6,안동실내체육관,870.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,7,안동민속박물관,830.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,8,하회세계탈박물관,820.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,9,안동소주박물관,570.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,10,안동 탈춤공원,280.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,11,경상북도산림과학박물관,240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,12,유교문화박물관,230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,13,안동문화원,200.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,14,전통문화콘텐츠박물관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,15,396커피 컴퍼니,70.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,16,안동대학교박물관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,17,안동댐 월영교 일원 개목나루,47.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,18,안동유교랜드 원형극장,33.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,19,경상북도교육청 안동도서관풍산분관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,20,안동시청 대동관(구 안동시민회관),20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,20,옥진각,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",안동시,47170,22,경상북도교육청 안동도서관용상분관,19.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영덕군,47770,1,예주문화예술회관,770.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영덕군,47770,2,경상북도교육청 영덕도서관,450.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영덕군,47770,3,영덕문화원,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영양군,47760,1,영양산촌생활박물관,150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영양군,47760,2,경상북도교육청 영양도서관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영양군,47760,3,영양문화원,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영양군,47760,4,영양문화체육센터,16.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,1,경상북도교육청 영주선비도서관,3640.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,2,영주시민회관,880.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,3,영주시립도서관,730.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,4,영주문화예술회관,430.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,5,인삼박물관,230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,6,영주문화원,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,7,소수박물관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,8,풍기문화의집,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영주시,47210,9,부석사박물관,19.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영천시,47230,1,시안미술관,2490.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영천시,47230,2,영천시민회관,2140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영천시,47230,3,영천시립도서관,2110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영천시,47230,4,경상북도교육청 금호도서관,1710.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영천시,47230,5,영천문화원,510.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",영천시,47230,6,은해사성보박물관,17.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",예천군,47900,1,경상북도교육청 예천도서관,620.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",예천군,47900,2,예천박물관,330.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",예천군,47900,3,예천군문화회관,220.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",예천군,47900,4,신풍미술관,170.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",예천군,47900,5,예천문화원,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울릉군,47940,1,독도박물관,1350.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울릉군,47940,2,경상북도교육청 울릉도서관,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울릉군,47940,3,울릉천국 아트센터,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울릉군,47940,3,울릉한마음회관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울릉군,47940,5,울릉문화원,13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,1,경상북도교육청 울진도서관,530.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,2,울진남부도서관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,2,울진문화예술회관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,4,죽변면도서관,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,5,울진문화원,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,6,울진봉평신라비전시관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,7,향암미술관,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",울진군,47930,8,울진군문화센터,16.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",의성군,47730,1,의성조문국박물관,2120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",의성군,47730,2,의성군립도서관,750.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",의성군,47730,3,경상북도교육청 의성도서관,580.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",의성군,47730,4,의성문화회관,240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",의성군,47730,5,의성문화원,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청도군,47820,1,청도박물관,1300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청도군,47820,2,한국코미디타운,1040.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청도군,47820,3,청도어린이도서관,480.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청도군,47820,3,경상북도교육청 청도도서관,480.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청도군,47820,5,영담한지미술관,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청도군,47820,6,청도문화원,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,1,군립청송야송미술관,670.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,2,청송수석꽃돌박물관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,3,청송문화예술회관,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,4,청송민속박물관,100.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,5,경상북도교육청 청송도서관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,5,청송문화원,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,7,진보공공도서관,70.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",청송군,47750,8,청송군문화예술회관,27.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,1,칠곡호국평화기념관,2730.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,2,칠곡군립도서관,1270.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,3,경상북도교육청 칠곡도서관,960.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,4,북삼도서관,800.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,5,석적도서관,640.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,6,칠곡군교육문화회관,520.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,7,칠곡문화원,220.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",칠곡군,47850,8,경북과학대학교박물관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,1,포항시청,44200.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,2,문화예술회관,2840.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,3,포항문화예술회관,1810.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,4,국립등대박물관,1740.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,5,효자아트홀,1090.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,6,포항종합운동장,950.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,7,포항시립오천도서관,550.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,8,포항시립영암도서관,380.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,9,포항시립어린이영어도서관,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,9,포항시립대잠도서관,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,11,대잠홀,150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,12,포항시립동해석곡도서관,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,13,포스코역사박물관,70.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,14,포항바다화석박물관,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 남구,47111,15,동해문화의집,13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,1,포항대학교,17430.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,2,포항시립미술관,3430.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,3,경상북도교육청문화원,2450.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,4,포항청소년수련관,1600.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,5,포항문화원,440.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,6,경상북도교육청 영일도서관,310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,7,포항시립중앙아트홀,300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,8,영일민속박물관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,9,중앙아트홀,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,10,포항시립포은중앙도서관,17.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,10,기계문화의집,17.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,12,보경사성보박물관,13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,12,중앙아트센터 [포항],13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"경상북도",포항시 북구,47113,14,포항백시어터,12.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,1,광주여자대학교,29080.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,2,장덕도서관,4060.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,3,첨단도서관,2040.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,4,광산문화예술회관,1750.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,5,이야기꽃도서관,1380.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,6,광주명품백화점,1280.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,7,신가도서관,1140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,8,광산구청소년수련관,1040.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"광주광역시",광산구,29200,9,광주송정도서관,860.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
