CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,RANK_CO,FCLTY_NM,SEARCH_CO,FILE_NM,BASE_DE
"강원도",강릉시,42150,1,씨마크호텔 [강릉],89990.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,2,오죽헌/시립박물관,35770.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,3,강릉아트센터(구. 강릉문화예술관),14240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,3,강릉아트센터,14240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,5,강릉커피박물관,10310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,6,경포아쿠아리움,10070.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,7,에디슨과학박물관,5730.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,8,정동진시간박물관,3090.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,9,자연아놀자,2950.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,10,허균허난설헌기념관,2920.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,11,강릉문화원,2500.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,12,강릉교육문화관,1490.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,13,강릉시립미술관,1480.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,14,강릉 아이스아레나,1210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,15,명주예술마당,980.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,16,대관령박물관,680.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,17,피노키오박물관,660.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,18,모루도서관,460.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,19,명주교육도서관,430.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,20,동양자수박물관,360.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,21,강릉원주대학교 해람문화관,330.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,22,작은공연장 단,310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,23,환희컵박물관,270.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,24,강릉종합경기장,260.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,25,강릉단오제전수교육관(구. 단오문화관),230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,26,강릉문화예술관 [폐관],160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,27,참소리축음기박물관,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,28,김시습기념관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,29,강릉문화의집,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,30,숲사랑홍보관,70.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,30,엄마꿈박물관,70.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,32,손성목영화박물관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,33,강릉원주대학교 박물관,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,34,강릉시립중앙도서관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,34,가톨릭관동대학교박물관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,34,행정역사관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,37,부경민화박물관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",강릉시,42150,38,하슬라아트월드야외미술관,16.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,1,화진포 해양박물관,1270.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,2,고성군립도서관,920.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,3,삼포해수욕장,880.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,4,화진포 생태박물관,550.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,5,진부령미술관,270.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,6,고성문화원,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,7,고성교육도서관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,7,고성군문화복지센터,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,9,화진포 역사안보전시관,100.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,9,고성문화의집,100.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,11,금강산자연사박물관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,12,토성공공도서관,40.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,13,디엠제트박물관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,13,한국스키박물관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",고성군,42820,15,고성문화관,16.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,1,망상 해수욕장,6980.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,2,동해시문화예술회관,1820.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,3,동해문화예술회관,1690.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,4,동해교육도서관,970.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,5,동해시립북삼도서관,820.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,6,동해시립발한도서관,470.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,7,동해문화원,210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,8,동해시청소년수련관,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",동해시,42170,9,월산미술관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,1,사립강원종합박물관,2580.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,2,삼척교육문화관,1630.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,3,삼척시립박물관,1520.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,4,삼척문화예술회관,1160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,5,황영조기념공원,270.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,6,민물고기전시관,220.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,7,삼척문화원,170.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,8,어촌민속전시관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,9,삼척원덕도서관,13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",삼척시,42230,10,삼척도계도서관,11.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,1,속초시립박물관,7210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,2,속초 신세계 영랑호 리조트 특설공연장,3090.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,3,속초시립도서관,2570.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,4,국립산악박물관,2320.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,5,석봉도자기미술관,1720.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,6,속초교육문화관,1590.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,7,속초문화회관,840.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,8,속초교육도서관,440.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,9,속초문화원,310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",속초시,42210,10,속초해변박물관,12.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,1,양구백자박물관,530.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,2,양구선사박물관,300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,3,양구인문학박물관,270.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,4,양구교육도서관,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,5,양구문화복지센터,150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,6,양구근현대사박물관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,7,양구문화원,70.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,8,팔랑민속관,21.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양구군,42800,9,양구군립 박수근미술관,16.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양양군,42830,1,양양 죽도해변,1330.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양양군,42830,2,일현미술관,650.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양양군,42830,3,양양문화복지회관,330.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양양군,42830,4,양양교육도서관,320.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양양군,42830,5,양양문화원,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",양양군,42830,6,양양군 오산리선사유적박물관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,1,별마로천문대,8720.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,2,강원도탄광문화촌,1320.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,3,라디오스타박물관,940.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,4,영월곤충박물관,880.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,5,영월아프리카미술박물관,860.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,6,조선민화박물관,680.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,7,영월교육도서관,570.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,8,세계민속악기박물관,500.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,9,영월동굴생태관,450.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,10,동강사진박물관,310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,11,영월화석박물관,280.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,12,난고 김삿갓 문학관,250.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,13,인도미술박물관,230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,14,국제현대미술관,220.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,15,단종역사관,210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,16,호야지리박물관,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,17,영월군문화예술회관,150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,18,영월문화예술회관,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,19,영월문화원,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,20,쾌연재도자미술관,100.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,21,영월미디어기자박물관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,21,술샘박물관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,23,영월초등교육박물관,50.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,24,영월종교미술박물관,48.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,25,만봉불화박물관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,26,호안다구박물관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,27,동강생태정보센터,12.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",영월군,42750,28,영월주천도서관,10.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,1,뮤지엄산 (청조갤러리),49314.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,2,뮤지엄산,49300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,3,원주시립도서관,4470.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,4,원주허브팜식물박물관,4300.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,5,원주교육문화관,3720.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,6,원주백운아트홀,1880.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,7,원주치악예술관,1130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,8,원주문화원,680.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,9,원주따뚜공연장,640.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,10,치악예술관,450.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,11,원주중앙청소년문화의집,380.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,12,문막교육도서관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,13,원주시역사박물관,110.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,14,판부문화의집,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,15,치악민속박물관(휴관),60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,15,중천철학도서관,60.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,17,원주문화의집,39.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,18,연세대학교 원주박물관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,18,후용공연예술센터,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,20,오랜미래신화미술관,27.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,21,어울림소극장 [원주],20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,22,무릉고서화미술박물관,16.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,23,"치악산고판화박물관 ",15.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",원주시,42130,24,"원주MBC아트홀 (구,공개홀)",11.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,1,인제하늘내린센터,1830.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,2,여초서예관,1310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,3,인제교육도서관,630.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,4,인제산촌민속박물관,390.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,5,인제잔디구장,240.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,6,만해문학박물관,210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,7,인제문화원,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,7,한국시집박물관,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,9,내설악예술인촌공공미술관,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,9,원통도서관,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",인제군,42810,11,내설악백공미술관,28.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,1,하이원 그랜드호텔,7090.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,2,삼탄아트마인,2690.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,3,추억의박물관,1920.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,4,아리랑박물관,460.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,5,정선아리랑센터,230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,6,정선교육도서관,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,6,아리랑센터,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,8,정선문화원,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,9,정선문화예술회관,90.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,10,사북공공도서관,80.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,11,정선향토박물관,30.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",정선군,42770,12,강원랜드 뿌리관,11.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,1,철원김화도서관,1120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,2,철원종합문화복지센터,740.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,3,철원군 화강문화센터,440.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,4,철원갈말도서관,420.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,5,철원교육도서관,310.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,6,화강문화센터,290.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,7,철원문화원,220.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",철원군,42780,8,관전도서관,100.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,1,엘리시안 강촌 리조트,45000.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,2,애니메이션박물관,17150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,3,춘천시립도서관,10930.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,4,이상원미술관,5900.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,5,국립춘천박물관,5700.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,6,KT&G 상상마당 [춘천],4950.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,7,춘천문화예술회관,3910.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,8,춘천인형극장,2360.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,9,춘천막국수체험박물관,2230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,10,춘천교육문화관,2170.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,11,춘천미술관,2010.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,12,춘천시립청소년도서관,970.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,13,한림대학교 일송아트홀,660.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,14,달아실(권진규미술관),620.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,15,춘천문화원,500.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,16,담작은도서관,490.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,17,소극장 연극바보들,410.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,18,춘천동내도서관,260.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,19,강원경찰박물관,230.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,20,강원대학교 백령아트센터,210.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,21,소양도서관,200.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,22,춘천남산도서관,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,22,봄내극장,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,24,축제극장 몸짓,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,25,한림대학교박물관,138.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,26,강원도 산림박물관,134.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,27,춘성교육도서관,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,27,춘천 의암공원,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,29,강원대학교 중앙박물관,78.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,30,강원국악예술회관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,31,소극장 ZONE,14.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,31,KBS 춘천홀,14.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,33,소극장 여우,13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,34,LIUSEUM 세계민족악기전시관,12.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",춘천시,42110,34,춘천신사우동도서관,12.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,1,태백석탄박물관,2200.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,2,태백문화예술회관,1850.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,3,태백고생대자연사박물관,1260.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,4,태백교육도서관,760.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,5,태백시립도서관,180.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,6,태백산소드림도서관,160.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,7,태백문화원,150.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",태백시,42190,8,태백문화의집,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,1,알펜시아 리조트,20650.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,2,월정사성보박물관,1730.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,3,평창올림픽 스타디움,890.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,4,평창교육도서관,140.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,5,평창문화예술회관,130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,6,평창문화원,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,6,대관령성당,120.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,8,평창군립봉평도서관,38.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,9,평창진부도서관,18.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,10,고려궁박물관,13.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",평창군,42760,11,평창군립대화도서관,10.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",홍천군,42720,1,홍천연봉도서관,1130.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",홍천군,42720,2,홍천문화예술회관,690.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",홍천군,42720,3,홍천문화원,330.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",홍천군,42720,4,마리소리골악기박물관,220.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",홍천군,42720,5,홍천교육도서관,190.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
"강원도",홍천군,42720,6,홍천향토사료관,20.0,KC_593_SRCH_CLT_MCST_TRAND_2019,20200219
